artist,genres
The Ronettes,"['adult standards', 'brill building pop', 'classic girl group', 'lounge', 'soul']"
Toro y Moi,"['alternative dance', 'alternative r&b', 'chillwave', 'indie soul', 'indietronica', 'new rave']"
Jimmie Davis,"['country gospel', 'traditional country']"
Chedda Da Connect,['trap']
J. Cole Featuring Trey Songz,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
Grouplove,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']"
Lil Wayne Featuring Drake,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Gucci Mane Featuring Migos,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Post Malone Featuring Justin Bieber,"['dfw rap', 'melodic rap', 'rap']"
Galimatias,"['alternative r&b', 'chillstep']"
The Third Bardo,"['classic garage rock', 'freakbeat']"
Redimi2,"['latin christian', 'latin worship', 'rap conciencia', 'rap cristiano']"
ASMR Glow,['asmr']
Lil Wayne Featuring XXXTENTACION,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Sun Glitters,"['chillwave', 'indie dream pop', 'luxembourgian indie']"
Yonder Mountain String Band,"['banjo', 'bluegrass', 'jam band', 'jamgrass', 'new americana', 'progressive bluegrass', 'string band']"
Audio Lotion,"['electro jazz', 'nu jazz', 'trip hop']"
Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Toby Keith,"['contemporary country', 'country', 'country road', 'oklahoma country']"
Imagine Dragons,"['modern rock', 'rock']"
Lil Dicky Featuring Fetty Wap & Rich Homie Quan,"['comedy rap', 'pop rap', 'rap']"
MadeinTYO,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']"
DJ Snake & Lil Jon,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']"
T-Pain Featuring Lil Wayne,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
Disclosure Featuring Sam Smith,"['edm', 'house', 'pop', 'uk dance']"
Erra,"['alabama metal', 'melodic metalcore', 'metalcore', 'progressive metalcore']"
Hadouken!,"['dance-punk', 'new rave']"
"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik","['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
PARTYNEXTDOOR Featuring Drake,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
Tinashe Featuring ScHoolboy Q,"['alternative r&b', 'dance pop', 'electropop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
Hunter Hayes,"['contemporary country', 'country', 'country road', 'modern country rock', 'pop', 'post-teen pop']"
Machinedrum,"['footwork', 'future bass', 'glitch', 'glitch hop', 'halftime dnb', 'intelligent dance music', 'minimal dnb', 'uk bass', 'vapor twitch', 'wonky']"
Yohuna,"['bedroom pop', 'eau claire indie']"
Lea Michele,"['hollywood', 'post-teen pop', 'show tunes']"
Brett Eldredge,"['adult standards', 'contemporary country', 'country', 'country road', 'modern country rock']"
Bebe Rexha,"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop']"
"Zedd, Maren Morris & Grey","['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']"
"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih","['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Theory Of A Deadman,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rap rock']"
Darkbuster,"['american oi', 'boston punk', 'oi', ""punk 'n' roll""]"
Chris Stapleton,"['contemporary country', 'outlaw country']"
Gang Of Four,"['alternative rock', 'art punk', 'art rock', 'dance rock', 'experimental', 'funk rock', 'new wave', 'post-punk', 'punk', 'uk post-punk']"
This Wild Life,"['anthem emo', 'easycore', 'pixie', 'pop punk']"
"21 Savage, Offset & Metro Boomin Featuring Travis Scott","['atl hip hop', 'hip hop', 'rap', 'trap']"
Crass,"['anarcho-punk', 'art punk', 'crust punk', 'hardcore punk', 'punk', 'thrash core']"
Quavo,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Nils Frahm,"['compositional ambient', 'electronica', 'neo-classical', 'neoclassical darkwave']"
Aidan Knight,"['canadian indie', 'vancouver indie', 'victoria bc indie']"
Conflict,"['anarcho-punk', 'crust punk', 'dub punk', 'hardcore punk', 'oi', 'punk', 'thrash core', 'uk82']"
Massive Attack,"['big beat', 'downtempo', 'electronica', 'trip hop']"
Buku,"['bass trap', 'electronic trap']"
Shadows Fall,"['alternative metal', 'boston metal', 'melodic death metal', 'melodic metalcore', 'melodic thrash', 'metalcore', 'new england metal', 'nu metal']"
Candlemass,"['death metal', 'doom metal', 'epic doom', 'hard rock', 'metal', 'opera metal', 'swedish doom metal', 'swedish metal']"
Solitude Aeturnus,"['doom metal', 'epic doom', 'funeral doom']"
Chance The Rapper,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
No Doubt,"['alternative rock', 'dance pop', 'dance rock', 'permanent wave', 'pop rock']"
Drake Featuring Michael Jackson,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Lil Peep & iLoveMakonnen Featuring Fall Out Boy,"['emo rap', 'lgbtq+ hip hop']"
Karol G & Nicki Minaj,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
Lauv & Troye Sivan,"['dance pop', 'electropop', 'pop']"
Bleed From Within,"['deathcore', 'melodic deathcore', 'melodic metalcore', 'metalcore', 'scottish metal', 'uk metalcore']"
Mighty Sparrow,['calypso']
Lana Del Rey Featuring The Weeknd,"['art pop', 'pop']"
Jonn Hart Featuring IamSU!,"['pop r&b', 'pop rap', 'slow game']"
Funktimizer,['future funk']
Ellie Goulding & Juice WRLD,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']"
A Thousand Horses,"['contemporary country', 'country pop', 'modern country rock']"
Thomas Bergersen,"['epicore', 'soundtrack', 'video game music']"
Elm Street,"['australian metal', 'australian thrash metal', 'nwothm']"
Christina Perri,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
"Cardi B, Bad Bunny & J Balvin","['dance pop', 'pop', 'pop rap', 'rap']"
Vishal-Shekhar,"['desi pop', 'filmi', 'modern bollywood']"
The Knocks,"['alternative dance', 'edm', 'indie poptimism', 'nu disco', 'tropical house']"
Pusha T,"['hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']"
Chromatics,"['alternative dance', 'art pop', 'chillwave', 'dream pop', 'electronica', 'electropop', 'modern dream pop', 'neo-synthpop', 'new rave']"
Regentum,['background music']
Future Islands,"['alternative dance', 'baltimore indie', 'chillwave', 'dream pop', 'indie rock', 'modern rock']"
Zedd,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']"
Subtracters,['asmr']
Michel Mondrain,['atmosphere']
YNW Melly & 9lokknine,"['melodic rap', 'trap']"
Fred V & Grafix,"['dancefloor dnb', 'drum and bass', 'liquid funk']"
Royal Republic,"['german rock', 'modern alternative rock', 'swedish alternative rock', 'swedish garage rock']"
Armaan Malik,"['desi pop', 'filmi', 'modern bollywood']"
Andrew Bird,"['art pop', 'baroque pop', 'chamber pop', 'chicago indie', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'stomp and holler']"
Jack Wins,"['deep groove house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'tropical house']"
Vermillion Lies,"['dark cabaret', 'steampunk']"
Lil Yachty Featuring NBA YoungBoy,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop']"
Wiz Khalifa Featuring Swae Lee,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Martin Garrix Featuring Khalid,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']"
Mary Lou Williams,"['jazz piano', 'stride']"
Sean Paul Featuring Alexis Jordan,"['dance pop', 'dancehall', 'pop', 'pop rap']"
Omarion Featuring Chris Brown & Jhene Aiko,"['dance pop', 'hip pop', 'pop r&b', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
Pitbull Featuring T-Pain & Sean Paul,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
Chris Brown Featuring Kevin K-MAC McCall,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
G-Eazy,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']"
YC Featuring Future,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
Young M.A,"['lgbtq+ hip hop', 'nyc rap', 'pop rap', 'rap', 'trap']"
Hyper,"['big beat', 'cyberpunk', 'dark clubbing']"
Timbaland Featuring Drake,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'urban contemporary']"
Roberta Gambarini,"['contemporary vocal jazz', 'vocal jazz']"
Fight The Fury,['christian hard rock']
Yolanda Be Cool & Dcup,[]
Gregg Kowalsky,"['drone', 'warm drone']"
Imran Khan,"['desi hip hop', 'desi pop', 'desi trap', 'modern bollywood', 'pakistani hip hop']"
Backstreet Boys,"['boy band', 'dance pop']"
6ix9ine Featuring DJ SPINKING,"['emo rap', 'rap']"
Sybreed,"['cyber metal', 'melodic death metal', 'swiss metal']"
STARSET,"['future rock', 'modern rock']"
Vanessa Paradis,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']"
Kanye West Featuring Paul McCartney,"['chicago rap', 'rap']"
Blanco Brown,"['black americana', 'country rap']"
Black Metal Raccoons,['finnish electro']
George Brigman,"['bass trip', 'proto-metal']"
Big Sean Featuring E-40,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
The Young Novelists,"['canadian folk', 'deep new americana']"
Volbeat,"['alternative metal', 'danish metal', 'danish rock', 'nu metal']"
Normani,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
Shawn Mendes Featuring Khalid,"['canadian pop', 'dance pop', 'pop', 'viral pop']"
Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
Cherrelle,"['contemporary r&b', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']"
Glee Cast Featuring Ricky Martin,"['glee club', 'hollywood', 'post-teen pop']"
Hillsong UNITED,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
Fireforce,['belgian metal']
Pitbull Featuring Enrique Iglesias,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
Wale Featuring Usher,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
Geneva Jacuzzi,"['grave wave', 'minimal wave']"
Dylan Scott,"['contemporary country', 'country', 'country road', 'modern country rock']"
Ace Hood Featuring Chris Brown,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Ultimatum,"['christian metal', 'christian thrash metal']"
Sugarland,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
Scott Hamilton,['jazz saxophone']
Tape Five,"['electro swing', 'nu jazz', 'swing']"
Cobra Starship Featuring Sabi,"['dance pop', 'electropop', 'neon pop punk', 'pop punk', 'post-teen pop']"
Martin Solveig & Dragonette,"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'tropical house', 'vocal house']"
Ava Max,"['dance pop', 'pop']"
DJ Khaled Featuring Beyonce & JAY Z,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Billie Eilish & Khalid,"['art pop', 'electropop', 'pop']"
Kanye West Featuring T.I.,"['chicago rap', 'rap']"
Josh Lee Hamilton,['australian indie folk']
D-A-D,"['danish alternative rock', 'danish rock']"
"DJ Drama Featuring Chris Brown, Skeme & Lyquin","['dirty south rap', 'gangster rap', 'hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Big Sean Featuring Chris Brown & Ty Dolla $ign,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Stonebwoy,"['afro dancehall', 'dancehall', 'ghanaian pop', 'hiplife']"
Young Jeezy Featuring Ne-Yo,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
LX Sweat,['vaporwave']
"Khalid, Ty Dolla $ign & 6LACK","['pop', 'pop r&b']"
Migos Featuring 21 Savage,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Sam Tinnesz,"['alt z', 'modern rock', 'rebel blues']"
6ix9ine Featuring Anuel AA,"['emo rap', 'rap']"
The Worship Initiative,['anthem worship']
Eminem Featuring Dr. Dre,"['detroit hip hop', 'hip hop', 'rap']"
Keith Urban Featuring Carrie Underwood,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']"
Tim McGraw,"['contemporary country', 'country', 'country road']"
Maroon 5 Featuring Kendrick Lamar,"['pop', 'pop rock']"
Guru Randhawa,"['desi hip hop', 'desi pop', 'modern bollywood']"
J. Cole Featuring Amber Coffman & The Cults,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
Juice WRLD Featuring Lil Uzi Vert,"['chicago rap', 'melodic rap']"
Kanye West,"['chicago rap', 'rap']"
Fetty Wap Featuring Monty,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
YNW Melly Featuring Kanye West,"['melodic rap', 'trap']"
Rej3ctz,['pop rap']
Four Year Strong,"['anthem emo', 'easycore', 'emo', 'new england emo', 'pop punk', 'screamo', 'worcester ma indie']"
Blueface,"['cali rap', 'trap']"
Big Sean Featuring Drake,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Bilal Saeed,"['desi hip hop', 'desi pop', 'pakistani pop', 'punjabi pop']"
Lil Uzi Vert Featuring Nicki Minaj,"['melodic rap', 'philly rap', 'rap', 'trap']"
Metá Metá,"['brazilian indie', 'latin afrobeat', 'nova mpb', 'nova musica paulista']"
Outasight,[]
Lil Dicky,"['comedy rap', 'pop rap', 'rap']"
Jens Buchert,"['chill lounge', 'german electronica']"
The Fray,"['neo mellow', 'piano rock', 'pop', 'pop rock']"
Marionette,['gothenburg metal']
Calboy,"['chicago rap', 'melodic rap', 'pop rap', 'trap']"
Anuel AA & Karol G,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']"
Beheaded,"['brutal death metal', 'maltese metal', 'technical death metal']"
Keala Settle & The Greatest Showman Ensemble,"['broadway', 'hollywood', 'show tunes']"
Bonobo,"['downtempo', 'electronica', 'jazztronica', 'ninja', 'nu jazz', 'trip hop']"
Nalin & Kane,"['bubble trance', 'german techno']"
Cass McCombs,"['alternative country', 'art pop', 'baroque pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'singer-songwriter', 'stomp and holler']"
Wale,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
Pijn,['british post-rock']
Halsey,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']"
Tetra Hydro K,"['dub reggae', 'electro dub', 'french dub']"
Ciara,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
Echoing Angels,"['ccm', 'christian alternative rock', 'christian music']"
Bushman'S Revenge,"['norwegian contemporary jazz', 'norwegian experimental', 'norwegian psychedelic']"
Midland,"['neo-traditional country', 'texas country']"
AJR,['modern rock']
Lady Gaga Featuring Beyonce,"['art pop', 'dance pop', 'pop']"
The Merrymen,['calypso']
Jacky Terrasson,"['german jazz', 'jazz', 'jazz piano', 'modern jazz piano', 'straight-ahead jazz', 'stride', 'vocal jazz']"
Young Jeezy Featuring 2 Chainz,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Sam Smith,"['dance pop', 'pop', 'uk pop']"
Samini,"['afro dancehall', 'azonto', 'ghanaian pop', 'highlife', 'hiplife']"
Summer Walker,"['dance pop', 'pop', 'r&b']"
Boston Manor,"['alternative emo', 'anthem emo', 'modern alternative rock', 'modern rock', 'pop punk', 'uk pop punk']"
Noctiferia,"['charred death', 'cyber metal', 'slovenian metal', 'symphonic death metal']"
Lady Antebellum,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']"
The Duhks,"['banjo', 'canadian folk', 'manitoba indie', 'progressive bluegrass']"
Poison Idea,"['crossover thrash', 'crust punk', 'garage punk', 'hardcore punk', 'portland punk', 'punk', 'thrash core']"
Ali Gatie,"['canadian hip hop', 'pop']"
Ronny Jordan,['smooth jazz']
Kehlani,"['dance pop', 'pop', 'pop rap', 'r&b']"
G-Eazy Featuring Chris Brown & Tory Lanez,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']"
Young Dro,"['atl hip hop', 'crunk', 'dirty south rap', 'futuristic swag', 'gangster rap', 'houston rap', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Mason Jennings,"['indie folk', 'new americana', 'stomp and holler']"
SHAED,"['electropop', 'pop']"
Metal Command,['chilean metal']
Janet Featuring J. Cole,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Harold Budd,"['ambient', 'american contemporary classical', 'art pop', 'art rock', 'compositional ambient', 'drone', 'fourth world', 'minimalism']"
Hovvdy,"['austindie', 'bubblegrunge', 'dreamo', 'indie folk', 'indie pop', 'indie rock', 'lo-fi indie', 'small room']"
Ty Dolla $ign Featuring B.o.B,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
